Jmag	Hmag	Ksmag	3.6mag	4.5mag	5.8mag	8.0mag	24mag	AKs	alpha	Cl
     	     	     	13.81	13.44	13.00	12.40	     	     	-1.20	II
13.56	12.45	11.91	11.25	10.90	10.56	 9.93	 7.60	 0.44	-1.32	II
14.32	13.28	12.72	11.90	11.57	11.12	10.53	 7.93	 0.31	-1.23	II
14.10	12.79	12.17	11.38	11.06	10.82	 9.71	 6.01	 0.68	-0.96	II
15.81	14.20	13.54	12.77	12.57	12.16	11.59	     	 1.07	-1.45	II
13.98	12.93	12.40	11.70	11.39	10.90	 9.95	 6.69	 0.35	-0.81	II
14.54	13.41	12.74	11.72	11.32	11.01	10.17	 6.98	 0.35	-1.09	II
     	13.55	13.21	12.81	12.74	12.55	12.27	 7.26	 0.25	-2.19	II*
15.02	13.82	13.45	13.07	13.01	12.89	11.96	 7.08	 0.64	-1.58	II*
15.32	14.33	13.93	13.66	13.53	13.40	12.75	 9.40	 0.37	-1.81	II*
15.44	14.56	14.14	13.76	13.61	13.69	     	 8.85	 0.17	     	II*
14.85	13.56	13.09	12.76	     	12.40	     	 6.62	 0.73	     	I*
     	     	     	     	12.95	     	     	 5.26	     	     	I*
13.80	12.29	11.47	     	10.59	     	     	 4.48	 0.82	     	I*
     	     	     	13.96	12.92	12.02	10.83	     	     	 0.73	I
     	15.79	14.49	13.56	12.77	11.87	10.58	     	 0.27	 0.59	I
     	     	     	13.94	12.81	11.87	11.07	     	     	 0.44	I
     	     	     	13.98	12.71	11.80	11.02	     	     	 0.52	I
     	     	     	11.30	 9.92	 9.03	 8.37	     	     	 0.46	I
     	12.60	 9.96	 8.17	 7.01	 6.31	 5.66	     	 2.30	-0.01	I
     	15.77	14.89	12.58	11.70	10.96	 9.84	 5.83	 0.00	 0.27	I
     	     	14.20	12.85	11.83	10.97	10.04	 6.67	     	 0.37	I
15.94	14.53	13.88	13.19	12.85	12.60	     	     	 0.82	     	II
14.96	13.17	12.43	11.67	11.44	11.17	10.70	     	 1.25	-1.72	II
     	15.50	14.81	13.91	13.53	13.34	12.58	     	 0.12	-1.36	II
     	     	14.78	13.93	13.30	13.02	12.31	     	     	-1.05	II
     	     	     	13.56	12.75	12.08	10.84	 6.90	     	 0.24	II
     	15.03	13.87	12.67	12.20	11.97	11.24	     	 0.94	-1.25	II
13.81	12.37	11.54	10.71	10.34	10.05	 9.05	 5.74	 0.70	-0.97	II
     	15.06	13.80	12.27	11.72	11.14	10.35	     	 0.92	-0.63	II
15.34	13.73	12.83	11.39	10.91	10.49	 9.88	 6.71	 0.90	-1.12	II
16.57	14.90	14.22	13.18	12.80	12.47	     	     	 1.13	     	II
15.14	13.87	13.20	12.23	11.82	11.55	11.18	 7.42	 0.56	-1.66	II
14.79	13.72	13.16	12.14	11.60	10.76	     	     	 0.36	     	II
16.51	14.69	13.57	12.68	12.40	12.16	     	     	 1.03	     	II
16.22	14.81	14.15	13.40	12.99	12.65	     	     	 0.80	     	II
11.46	10.28	 9.71	 8.76	 8.31	 7.58	 6.63	     	 0.53	-0.35	II
15.85	14.10	13.11	11.72	11.26	10.74	10.13	 6.97	 1.03	-1.00	II
12.42	11.12	10.52	 9.74	 9.36	     	     	     	 0.70	     	II
13.59	11.96	11.22	10.20	 9.91	 9.32	     	     	 1.09	     	II
     	10.36	     	 8.00	 7.52	 6.75	 5.54	 3.24	     	 0.03	II
     	14.00	12.08	10.36	 9.79	 9.34	 8.90	     	 2.46	-1.17	II
13.53	11.78	10.75	 9.38	 8.94	 8.33	 7.13	 3.35	 1.00	-0.24	II
15.63	14.37	13.82	13.42	13.09	12.85	12.11	     	 0.68	-1.36	II
     	     	     	12.54	11.79	11.36	10.80	     	     	-0.88	II
16.31	14.61	13.79	12.41	11.92	11.42	10.79	     	 1.11	-0.97	II
     	     	     	12.38	11.92	11.51	10.68	 7.63	     	-0.90	II
16.67	14.87	13.66	11.54	10.93	10.34	 9.48	     	 0.92	-0.47	II
     	     	     	13.13	12.40	12.14	11.41	     	     	-0.95	II
15.17	13.62	12.86	12.04	11.73	11.48	11.04	 7.12	 0.93	-1.69	II
16.21	14.58	13.71	12.87	12.52	     	     	     	 0.96	     	II
14.62	12.84	11.87	10.09	 9.50	 8.83	 7.98	     	 1.12	-0.40	II
11.61	10.32	 9.31	 8.00	 7.55	 7.08	 6.05	 3.22	 0.30	-0.62	II
     	     	     	11.40	10.93	10.41	 9.74	     	     	-0.92	II
     	     	13.19	10.67	 9.59	 8.91	 8.42	     	     	-0.30	II
     	15.60	13.18	11.44	10.53	 9.91	 9.20	     	 2.58	-0.30	II
16.31	15.21	14.29	13.28	12.87	12.49	11.99	     	 0.08	-1.36	II
16.23	14.15	13.32	12.62	12.20	11.82	10.98	     	 1.56	-0.97	II
     	13.78	11.41	 9.46	 8.73	 8.11	 7.59	     	 3.04	-0.69	II
15.37	13.35	12.12	10.98	10.45	10.08	 9.47	 4.42	 1.23	-1.14	II
     	14.76	13.15	11.75	11.16	10.68	 9.92	     	 1.68	-0.76	II
     	13.95	12.47	10.65	 9.98	 9.51	 9.14	 6.47	 1.09	-1.12	II
14.79	13.62	13.00	12.29	11.84	11.22	10.05	 6.81	 0.47	-0.25	II
     	     	12.73	10.81	 9.71	 9.05	 8.38	     	     	-0.11	II
     	     	15.06	13.77	12.85	12.33	11.62	     	     	-0.43	II
16.22	14.46	13.64	12.20	11.74	11.25	10.66	 8.48	 1.21	-1.06	II
16.70	15.36	14.40	13.28	12.77	12.36	11.57	     	 0.43	-0.90	II
     	15.45	14.29	12.89	12.39	11.90	11.53	     	 0.88	-1.26	II
     	14.95	13.52	12.03	11.57	11.25	10.91	     	 1.63	-1.56	II
     	     	12.21	11.57	11.00	10.43	10.03	     	     	-1.06	II
16.71	13.72	12.08	10.61	 9.91	 9.34	 8.74	 5.12	 2.39	-0.70	II
15.84	13.96	12.92	11.72	11.30	10.84	10.03	 6.02	 1.21	-0.89	II
16.30	14.37	13.70	12.32	11.90	11.47	10.81	     	 1.40	-1.10	II
15.84	13.57	12.26	10.92	10.48	10.16	 9.63	 6.37	 1.57	-1.38	II
15.96	13.91	12.68	11.35	10.97	10.67	 9.95	 6.80	 1.29	-1.26	II
16.23	14.51	13.75	13.01	12.61	12.38	11.36	     	 1.18	-1.00	II
14.71	13.27	12.62	11.72	11.22	10.70	 9.87	     	 0.85	-0.71	II
15.85	14.83	14.17	13.68	13.49	13.60	     	     	 0.18	     	II
15.71	14.31	13.74	13.00	12.61	12.20	11.59	     	 0.84	-1.22	II
16.17	15.02	14.44	13.87	13.62	13.47	     	     	 0.47	     	II
     	15.39	13.88	11.96	11.25	10.65	 9.98	     	 1.03	-0.57	II
15.37	13.95	13.23	12.62	12.17	11.85	11.27	     	 0.75	-1.31	II
13.90	     	     	10.53	10.06	 9.58	 8.69	     	     	-0.73	II
15.16	13.35	12.60	11.78	11.42	11.08	10.61	     	 1.27	-1.49	II
     	14.32	13.10	11.21	10.71	10.31	 9.66	     	 1.02	-1.07	II
     	     	11.28	10.42	10.10	 9.68	 9.13	     	     	-1.34	II
     	     	     	13.75	13.25	12.72	12.27	     	     	-1.12	II
16.10	15.02	14.30	13.62	13.33	12.78	11.81	     	 0.23	-0.72	II
     	     	     	13.52	12.75	12.11	11.48	     	     	-0.49	II
15.67	14.37	13.88	13.03	12.68	12.40	11.53	     	 0.74	-1.14	II
     	     	14.89	13.81	13.33	12.71	11.74	     	     	-0.43	II
12.02	10.72	 9.94	 9.05	 8.65	 8.38	 7.56	 3.97	 0.52	-1.17	II
14.65	12.94	11.99	11.01	10.52	10.15	 9.56	 6.82	 1.01	-1.19	II
13.02	11.74	11.25	10.68	10.35	 9.87	 9.16	 6.73	 0.72	-1.07	II
15.89	14.91	14.20	13.69	13.43	13.30	     	     	 0.07	     	II
     	15.69	15.03	14.46	14.15	13.64	12.91	     	 0.27	-1.02	II
12.39	11.53	10.91	 9.81	 9.39	 9.07	 8.36	 5.45	 0.00	-1.20	II
     	     	12.99	12.04	11.74	11.49	10.90	     	     	-1.55	II
14.83	13.56	12.89	12.01	11.64	11.26	10.59	     	 0.58	-1.21	II
     	15.43	14.61	13.54	13.08	12.69	11.94	     	 0.20	-1.03	II
     	     	     	13.33	12.54	11.92	11.00	     	     	-0.19	II
16.49	15.01	14.75	13.98	13.69	13.28	12.55	     	 0.93	-1.17	II
15.77	14.65	14.03	13.44	13.24	13.03	12.26	     	 0.37	-1.49	II
14.06	12.79	12.02	11.06	10.68	10.33	 9.51	 6.51	 0.49	-1.07	II
16.24	14.79	14.32	13.28	12.98	12.64	     	     	 0.89	     	II
14.35	13.07	12.55	12.05	11.95	11.89	11.61	 6.37	 0.72	-2.34	II*
15.06	13.97	13.44	12.89	12.79	12.62	11.98	 7.59	 0.42	-1.80	II*
16.80	15.20	14.55	14.01	13.87	13.90	     	 8.50	 1.05	     	I*
     	     	     	     	14.03	13.40	12.72	 5.33	     	     	I*
     	     	     	14.55	13.03	11.79	10.93	 5.56	     	 1.31	I
     	     	13.66	10.93	 9.38	 8.19	 7.23	 1.71	     	 1.37	I
     	     	     	12.13	10.40	 9.16	 8.20	 3.51	     	 1.62	I
     	     	     	13.87	12.82	11.74	10.81	 5.40	     	 0.70	I
     	     	     	12.35	10.72	 9.98	 9.85	     	     	-0.08	I
     	     	     	13.81	12.08	11.12	10.36	 5.67	     	 1.01	I
15.85	14.99	     	10.51	 8.99	 7.70	 6.16	 1.28	     	 2.12	I
     	     	     	14.45	11.87	10.59	10.00	     	     	 2.10	I
     	     	     	15.37	14.16	13.27	12.19	 6.64	     	 0.76	I
     	     	14.87	13.69	12.89	12.07	10.82	 6.69	     	 0.45	I
16.18	14.21	12.44	10.00	 9.11	 8.30	 7.39	 2.93	 0.68	 0.15	I
     	     	     	12.14	10.53	 9.61	 9.02	     	     	 0.65	I
     	     	13.54	11.12	 9.89	 8.98	 8.05	 3.97	     	 0.65	I
     	15.37	12.63	 9.79	 8.74	 7.83	 6.91	 2.79	 2.93	 0.45	I
     	     	     	12.24	10.72	 9.50	 8.43	 3.40	     	 1.51	I
     	     	     	14.98	13.87	12.90	12.01	 8.70	     	 0.56	I
     	     	14.83	13.74	13.03	12.17	10.86	 7.89	     	 0.49	I
     	     	14.60	12.66	11.42	10.49	 9.33	 5.06	     	 0.92	I
     	     	     	12.72	11.57	10.77	 9.77	 6.60	     	 0.48	I
     	     	     	14.65	12.86	11.58	10.32	 5.51	     	 2.07	I
11.32	 9.90	 9.00	 7.79	 7.36	 6.89	 5.83	 2.36	 0.60	-0.60	II
16.01	14.84	14.23	13.46	13.04	12.58	11.69	 7.79	 0.45	-0.81	II
15.51	14.33	13.55	12.64	12.27	11.98	11.40	     	 0.33	-1.43	II
     	15.42	14.36	12.59	12.00	11.39	10.64	 7.30	 0.35	-0.58	II
     	     	     	14.90	14.62	14.24	13.58	     	     	-1.31	II
13.30	11.98	11.15	10.17	 9.69	 9.12	 8.28	 5.72	 0.50	-0.65	II
14.92	13.22	12.46	11.45	11.02	10.47	 9.64	 6.36	 1.16	-0.73	II
16.99	15.69	14.84	13.79	13.32	12.91	12.10	 9.36	 0.47	-0.91	II
14.82	13.50	12.82	11.85	11.45	11.11	10.60	 8.46	 0.66	-1.41	II
     	     	     	10.14	 9.30	 8.77	 7.92	     	     	-0.34	II
16.50	14.89	13.97	12.74	12.25	11.82	11.11	 8.34	 0.88	-0.98	II
15.52	14.62	14.14	13.40	13.10	12.88	12.44	     	 0.17	-1.75	II
16.78	15.63	15.32	14.55	14.21	14.10	13.15	     	 0.57	-1.30	II
13.14	11.82	10.84	 9.67	 9.36	 9.02	 8.23	 4.78	 0.38	-1.19	II
15.60	14.33	13.51	12.53	11.96	11.53	10.84	 8.32	 0.43	-0.93	II
14.90	13.46	12.73	11.95	11.62	11.29	10.41	 6.72	 0.80	-1.08	II
16.73	     	15.13	14.00	13.50	13.05	12.40	 8.13	     	-1.01	II
16.99	15.04	14.45	13.70	13.45	13.10	12.72	     	 1.41	-1.69	II
     	     	14.97	13.14	12.51	12.02	11.37	 8.53	     	-0.82	II
     	     	14.98	13.59	12.90	12.30	11.39	 7.88	     	-0.33	II
     	     	     	14.89	14.41	14.18	13.37	     	     	-1.15	II
16.61	15.52	14.95	14.26	13.86	13.54	12.94	     	 0.37	-1.34	II
16.15	14.85	14.17	13.25	12.73	12.39	11.59	     	 0.60	-0.97	II
14.02	13.03	12.39	10.87	10.19	 9.72	 8.94	 6.72	 0.16	-0.66	II
15.04	14.07	13.53	12.93	12.66	12.20	11.46	 8.60	 0.23	-1.12	II
15.55	13.63	12.41	10.88	10.31	 9.82	 8.92	 4.98	 1.09	-0.60	II
16.71	14.88	13.95	12.97	12.69	12.60	     	     	 1.23	     	II
     	15.34	14.52	13.34	12.82	12.38	11.64	     	 0.00	-0.89	II
     	     	15.08	13.02	12.22	11.70	11.18	 7.56	     	-0.76	II
15.50	14.43	13.74	13.27	12.88	12.49	11.88	     	 0.24	-1.24	II
12.19	11.05	10.34	 9.21	 8.87	 8.52	 7.98	 5.43	 0.33	-1.43	II
15.91	14.15	13.21	11.98	11.43	10.87	10.05	 7.91	 1.12	-0.62	II
14.08	12.58	11.66	10.26	 9.74	 9.26	 8.49	 5.66	 0.71	-0.81	II
     	     	     	14.05	13.19	12.52	11.78	     	     	-0.25	II
13.53	12.45	11.97	11.43	11.07	10.67	10.00	 7.04	 0.45	-1.19	II
13.70	12.08	11.19	10.37	 9.86	 9.39	 8.53	 5.63	 0.91	-0.74	II
16.57	15.08	14.33	13.18	12.70	12.20	11.44	     	 0.83	-0.83	II
15.49	12.61	10.35	 7.46	 6.51	 5.82	 5.21	 2.56	 1.65	-0.28	II
     	     	14.23	12.58	11.92	11.28	10.66	     	     	-0.62	II
     	14.38	12.72	11.48	10.70	10.08	 9.69	     	 1.17	-0.79	II
15.09	13.87	13.23	12.37	11.93	11.44	10.66	 8.09	 0.52	-0.87	II
15.75	13.60	12.30	10.97	10.37	 9.74	 8.89	 6.11	 1.40	-0.44	II
     	15.67	14.94	13.94	13.44	12.96	12.27	 9.09	 0.00	-0.92	II
15.14	13.32	12.47	10.78	10.04	 9.26	 8.35	 5.74	 1.29	-0.04	II
16.56	15.45	14.70	13.88	13.40	12.93	12.16	     	 0.24	-0.87	II
12.95	11.70	11.13	10.31	 9.87	 9.34	 8.47	 5.16	 0.64	-0.72	II
     	     	     	14.65	14.22	13.81	13.15	     	     	-1.12	II
     	15.50	13.52	12.01	11.36	10.62	 9.70	 6.90	 2.36	-0.16	II
16.39	14.32	13.19	11.35	10.69	10.09	 9.23	 6.05	 1.42	-0.41	II
14.25	12.06	10.87	 9.47	 8.90	 8.46	 7.90	     	 1.57	-1.05	II
14.23	13.13	12.69	11.95	11.67	11.30	10.91	 8.04	 0.51	-1.62	II
12.71	10.78	 9.30	 7.91	 7.19	 6.56	 5.64	 1.99	 0.88	-0.24	II
     	14.41	12.89	11.61	11.14	10.72	10.16	     	 1.84	-1.18	II
     	     	     	13.11	12.14	11.49	10.62	     	     	-0.03	II
     	     	15.21	13.78	13.41	12.80	11.74	     	     	-0.46	II
16.31	14.19	12.92	11.79	11.37	10.96	10.44	 7.05	 1.35	-1.29	II
     	     	     	14.60	14.10	13.54	12.79	     	     	-0.75	II
     	15.68	14.60	13.25	12.67	12.03	11.45	     	 0.40	-0.75	II
15.08	14.03	13.49	12.78	12.32	11.63	10.73	 7.91	 0.34	-0.44	II
14.00	12.20	11.00	 9.46	 8.86	 8.10	 6.98	 3.35	 0.94	 0.03	II
15.97	13.81	12.58	11.11	10.43	 9.82	 9.26	     	 1.46	-0.71	II
15.26	13.94	13.24	11.65	11.09	10.54	 9.69	 6.85	 0.63	-0.59	II
     	     	13.10	11.05	10.22	 9.59	 8.92	 4.73	     	-0.41	II
     	     	     	14.65	13.84	13.36	12.54	     	     	-0.47	II
     	     	14.46	13.86	13.65	13.40	12.64	     	     	-1.45	II
     	     	     	14.75	13.83	13.15	12.11	 8.32	     	 0.14	II
     	     	     	14.54	13.88	13.07	12.69	     	     	-0.65	II
15.42	13.65	12.90	11.85	11.47	11.13	10.61	 7.84	 1.23	-1.43	II
     	     	     	14.74	14.16	13.52	12.65	     	     	-0.42	II
     	     	14.64	12.39	11.68	11.07	10.40	 8.60	     	-0.56	II
     	     	     	15.05	14.63	14.35	13.48	     	     	-1.08	II
13.40	12.05	11.51	10.67	10.20	 9.61	 8.74	 6.15	 0.79	-0.60	II
15.77	14.41	13.86	12.76	12.31	11.84	11.40	     	 0.79	-1.26	II
     	     	     	14.12	13.26	12.79	12.19	 5.58	     	-0.68	II
15.57	13.03	11.51	 9.73	 9.25	 8.87	 8.32	 5.38	 1.81	-1.23	II
14.81	13.23	12.40	11.44	11.02	10.65	 9.80	 6.89	 0.91	-0.97	II
     	     	14.87	13.57	13.06	12.54	11.77	 8.19	     	-0.77	II
16.55	14.86	13.76	12.53	12.05	11.60	10.91	 7.69	 0.85	-0.98	II
     	14.29	12.57	11.20	10.55	 9.97	 9.38	     	 1.75	-0.74	II
14.44	13.84	13.60	13.10	12.88	12.86	     	     	 0.00	     	II
     	     	     	14.03	13.21	12.57	11.37	     	     	 0.17	II
11.16	 9.70	 8.68	 7.27	 6.79	 6.30	 5.47	 2.92	 0.54	-0.77	II
14.37	13.23	12.74	12.13	11.86	11.43	10.74	     	 0.52	-1.21	II
     	     	13.78	11.92	11.22	10.66	10.25	 6.18	     	-0.93	II
12.25	10.93	 9.99	 8.52	 7.98	 7.52	 6.76	 3.62	 0.40	-0.84	II
     	15.94	14.93	13.76	13.28	12.84	12.04	     	 0.57	-0.88	II
     	16.00	14.91	13.85	13.23	13.00	12.21	     	 0.30	-1.04	II
     	     	     	13.80	12.81	12.09	11.48	 8.93	     	-0.19	II
15.00	13.95	13.45	12.38	11.90	11.43	10.49	 7.30	 0.38	-0.69	II
15.00	13.85	13.45	12.96	12.82	12.55	12.02	 8.09	 0.57	-1.75	II*
13.04	11.90	11.24	10.85	10.71	10.57	10.41	 7.75	 0.38	-2.32	II*
14.97	13.33	12.45	11.87	11.36	11.08	11.02	 7.12	 0.96	-1.88	II*

